code,name,address,latitude,longitude,is_active
19284465,"DROGAS SUR ORIENTE .","CR 5 N 48 R - 07 SUR",4.54952880,-74.10878270,1
19300920,"DROGUERIA EMMANUEL SIGLO XXI","CR 12 N0 17 A - 30 BRR CENTRO",4.78684310,-74.33345920,1
19325697,"DROGAS SKANDIA","CL 44 SUR N0 20 - 70",4.57645800,-74.12381510,1
19336211,"DROGAS SURTIFARMA D T .","CR 5 N 48R - 24 SUR",4.54939830,-74.10896500,1
19358315,"DROGUERIA CAFAMILIAR NO. 3 .","CRA. 68 D # 38 C - 04 SUR ALQUERIA",4.60289000,-74.13675500,1
19369439,"DROGUERIA FAMES SALUD .","CR 4 N0 12 B - 63",4.59883830,-74.07138170,1
19373376,"DROGUERIA DIPALD","CR 75 N0 24 B - 58 MODELIA",4.66728830,-74.11857670,1
19394132,"DROGUERIA MEDICAL LA LUZ .","CL 131 N 102A - 10",4.73249370,-74.09082190,1
19426027,"DROGUERIA OROS","TV 49 ESTE N0 36 A - 03 BELLA VISTA CIUDAD SUCRE",4.56346940,-74.18543330,1
19438446,"DROGUERIA MEDICAL . PRO .","CR 119 N0 76A-34",4.72053500,-74.13071950,1
20572562,"DROGUERIA YUMBO REBAJAS .","CRA. 97 # 133 B - 14 SUBA LA CHUCUA",4.74399460,-74.08438790,1
20590589,"DROGUERIA YOLI CRUZ","CL 30A N0 6F-21 ESTE SOACHA LC 1",4.57986500,-74.20119830,1
20688247,"DROGUERIA DROCOLFAR","CR 79 G N0 58 L - 04 SUR BOSA",4.62194340,-74.19287050,1
20743565,"MUNDO MEDIK .","CL 49 N0 9 - 65",4.63620700,-74.06546550,1
20837657,"DROGUERIA TAYRONA AYM .","CR 87D N0 54A-29 SUR",4.62619500,-74.18299000,1
20927486,"DROGUERIA ANTONIO GALAN","CR 78 F N0 58 P - 18 SUR ANTONIO GALAN",4.60492000,-74.17929670,1
22736242,"DROGUERIA LA GRAN ECONOMIA RH COM","CL 48 J SUR N0 5 F - 35",4.55707500,-74.11017330,1
23284409,"DROGUERIA CRISTO REY.","CL 3 N 7 - 06",4.86816720,-74.14350860,1
23622526,"SUPER DROGUERIA VILLACINDY  .","CL 138 N0 157 - 78",4.74764680,-74.10161060,1
24037996,"DROGUERIAS OFARMA","CR 2C N0 8-27",4.72381100,-74.21578960,1
24149945,"SANDRA MIREYA JOYA ALFONSO","CR 57 N0 162 A - 20",4.70639870,-74.08145850,1
24162839,"DROGUERIA FARMA ENCUENTRO R A","CR  99 N0 69 A - 81 LOCAL 8",4.69748870,-74.10876330,1
26670406,"TROPIDROGAS .","CL 27 SUR N0 26-23",4.58631220,-74.11121500,1
27109375,"DROGUERIA SUPER VIDA Y SALUD","CR 1 A N0 31 - 18",4.87829640,-74.04055390,1
27697058,"DROGAS FAMISUR F P  .","CL 4 SUR N 3 - 60 ESTE",4.57906510,-74.07729030,1
28798315,"PUENTES CARRASCO FRANCY LILIANA","CR 11 E N0 16 A - 02",4.71287720,-74.21280550,1
30981665,"DROGUERIA ALEX SUR .","CLL. 41 B # 13 B - 75 SUR ESTE MORALBA",4.54610470,-74.08283880,1
31906448,"DROGUERIA MARIBEL","CR 114 N0 151 - 62 CASA 162",4.74362000,-74.09302960,1
34993027,"DROGAS EL PRECIO","CR 16 N0 2-08",4.58420000,-74.10215670,1
36503549,"DROGUERIA TU SALUD MYW","CL 45 BIS SUR N0 80 G - 69",4.62236810,-74.16845660,1
37652678,"CAPITAL MEDIC JF .","CR 17 G N0 65 A - 80",4.55100480,-74.14577220,1
38204518,"DROGUERIA PERLAS 2000","TV 13 K N0 45 F - 75 SUR BRR MARCO FIDEL",4.57051160,-74.12512330,1
38229690,"DROGUERIA NUEVO DORADO","TV 60 N0 118 - 77 BRR NIZA",4.66945830,-74.12259170,1
38863376,"DROGAS COLFAMILIAR .","CLL. 56 # 4 - 12 DANUBIO AZUL",4.53956330,-74.11645330,1
39649328,"DROGUERIA SANTA HELENA NUMERO 1","CR 87 C N0 74 - 15 SAN BERNARDINO",4.61978690,-74.20045230,1
39669748,"FARMADROGAS LA 15","CL 15 N0 0-46 ESTE 305",4.58261170,-74.21179170,1
39721716,"TERREROS DROGUERIA","TV 11 N0 36 - 05",4.59012000,-74.20013170,1
39770314,"DROGUERIA MADRID FARMA LA","CR 8 N0 10 - 54 BRR ALCAPARROS",4.74144310,-74.25842840,1
39799876,"DROGUERIA SPLENDOR 35 .","CL 1F N0 35 - 55",4.60433330,-74.10846000,1
40329271,"BIOFARMA BLUE","DG 60 SUR N0 2 C - 05 DANUBIO AZUL",4.53748500,-74.11373500,1
41662030,"DROGUERIA FARMAKOL .","CR 124 N0 129-05",4.73457240,-74.10981150,1
